antecedents,consequents,support,confidence,lift
"ice cream, all- purpose",waffles,0.0746,0.4749,1.2046
"toilet paper, beef",waffles,0.0746,0.4749,1.2046
"ketchup, sandwich loaves",paper towels,0.0667,0.4368,1.2046
"sugar, all- purpose",lunch meat,0.0694,0.4759,1.2046
"sandwich bags, juice",butter,0.065,0.4431,1.2046
"pasta, individual meals",sandwich bags,0.065,0.4431,1.2046
"yogurt, dinner rolls",mixes,0.0755,0.4526,1.2045
"soda, dishwashing liquid/detergent",individual meals,0.0755,0.4526,1.2045
"milk, eggs",hand soap,0.0702,0.4167,1.2045
"fruits, ketchup",hand soap,0.0615,0.4167,1.2045
"fruits, dinner rolls",hand soap,0.0615,0.4167,1.2045
"butter, juice",hand soap,0.0615,0.4167,1.2045
"paper towels, mixes",hand soap,0.0658,0.4167,1.2045
"dishwashing liquid/detergent, butter",soda,0.0702,0.4706,1.2045
"milk, ketchup",spaghetti sauce,0.0702,0.4494,1.2045
"paper towels, all- purpose",spaghetti sauce,0.0702,0.4494,1.2045
"toilet paper, soap",cheeses,0.0773,0.4706,1.2045
"soap, dinner rolls",spaghetti sauce,0.0702,0.4494,1.2045
"sandwich bags, ketchup",soda,0.0773,0.4706,1.2045
"cereals, spaghetti sauce",milk,0.0764,0.4579,1.2045
"beef, hand soap",eggs,0.0676,0.4695,1.2044
"paper towels, butter",eggs,0.0676,0.4695,1.2044
"spaghetti sauce, bagels",yogurt,0.0773,0.4632,1.2044
"cereals, spaghetti sauce",aluminum foil,0.0773,0.4632,1.2044
"beef, eggs",fruits,0.0729,0.4462,1.2044
"individual meals, flour",coffee/tea,0.065,0.4568,1.2044
"tortillas, flour",coffee/tea,0.065,0.4568,1.2044
"tortillas, sandwich loaves",soap,0.065,0.4568,1.2044
"paper towels, tortillas",coffee/tea,0.065,0.4568,1.2044
"waffles, juice",dinner rolls,0.0781,0.4684,1.2044
"toilet paper, fruits",butter,0.0615,0.443,1.2043
"tortillas, ketchup",milk,0.0667,0.4578,1.2043
"yogurt, soda",sugar,0.0729,0.4346,1.2043
"cheeses, coffee/tea",sugar,0.0729,0.4346,1.2043
"hand soap, individual meals",toilet paper,0.0632,0.4557,1.2043
"yogurt, eggs",pasta,0.0781,0.4472,1.2043
"dishwashing liquid/detergent, sandwich loaves",ice cream,0.0632,0.48,1.2042
"eggs, individual meals",ice cream,0.0737,0.48,1.2042
"cheeses, hand soap",dinner rolls,0.065,0.4684,1.2042
"hand soap, individual meals",dinner rolls,0.065,0.4684,1.2042
"aluminum foil, lunch meat",juice,0.0729,0.4536,1.2042
"milk, beef",juice,0.0729,0.4536,1.2042
"cheeses, lunch meat",juice,0.0729,0.4536,1.2042
"beef, tortillas",pasta,0.0632,0.4472,1.2042
"beef, tortillas",ketchup,0.0632,0.4472,1.2042
"yogurt, butter",flour,0.0597,0.425,1.2042
"paper towels, coffee/tea",all- purpose,0.0694,0.4514,1.2042
"yogurt, coffee/tea",sandwich loaves,0.0676,0.4208,1.2041
"paper towels, soda",sandwich loaves,0.0676,0.4208,1.2041
"paper towels, juice",bagels,0.0737,0.4641,1.2041
"soda, lunch meat",tortillas,0.0711,0.4451,1.2041
"soap, tortillas",laundry detergent,0.0676,0.4556,1.2041
"sugar, individual meals",laundry detergent,0.0676,0.4556,1.2041
"soap, butter",laundry detergent,0.0676,0.4556,1.2041
"soap, tortillas",toilet paper,0.0676,0.4556,1.2041
"sugar, bagels",juice,0.0685,0.4535,1.204
"ice cream, aluminum foil",milk,0.0808,0.4577,1.204
"milk, tortillas",soap,0.0694,0.4566,1.204
"milk, all- purpose",soap,0.0694,0.4566,1.204
"toilet paper, sugar",soap,0.0694,0.4566,1.204
"pasta, lunch meat",yogurt,0.0658,0.463,1.2039
"tortillas, sandwich loaves",yogurt,0.0658,0.463,1.2039
"tortillas, sandwich loaves",aluminum foil,0.0658,0.463,1.2039
"sandwich bags, milk",laundry detergent,0.072,0.4556,1.2039
"spaghetti sauce, mixes",laundry detergent,0.072,0.4556,1.2039
"soda, flour",laundry detergent,0.072,0.4556,1.2039
"spaghetti sauce, beef",toilet paper,0.072,0.4556,1.2039
"fruits, yogurt",laundry detergent,0.072,0.4556,1.2039
"waffles, lunch meat",individual meals,0.0834,0.4524,1.2039
"cheeses, sandwich loaves",waffles,0.0737,0.4746,1.2039
"eggs, pasta",cereals,0.0808,0.4767,1.2039
"dishwashing liquid/detergent, beef",eggs,0.0737,0.4693,1.2038
"dishwashing liquid/detergent, flour",dinner rolls,0.0711,0.4682,1.2038
"sugar, dishwashing liquid/detergent",dinner rolls,0.0711,0.4682,1.2038
"laundry detergent, individual meals",dinner rolls,0.0711,0.4682,1.2038
"shampoo, individual meals",dinner rolls,0.0711,0.4682,1.2038
"dishwashing liquid/detergent, butter",pasta,0.0667,0.4471,1.2038
"waffles, soda",cheeses,0.0834,0.4703,1.2037
"spaghetti sauce, soda",toilet paper,0.0764,0.4555,1.2037
"coffee/tea, aluminum foil",paper towels,0.0694,0.4365,1.2037
"milk, sandwich loaves",flour,0.0571,0.4248,1.2037
"mixes, dinner rolls",cheeses,0.0764,0.4703,1.2037
"cereals, yogurt",waffles,0.0817,0.4745,1.2037
"spaghetti sauce, juice",waffles,0.0817,0.4745,1.2037
"cheeses, yogurt",waffles,0.0817,0.4745,1.2037
"poultry, eggs",butter,0.0781,0.4428,1.2037
"toilet paper, paper towels",coffee/tea,0.0737,0.4565,1.2037
"sugar, lunch meat",soap,0.0737,0.4565,1.2037
"sugar, lunch meat",coffee/tea,0.0737,0.4565,1.2037
"shampoo, juice",bagels,0.079,0.4639,1.2036
"mixes, lunch meat",yogurt,0.0711,0.4629,1.2036
"bagels, hand soap",juice,0.0597,0.4533,1.2036
"paper towels, all- purpose",shampoo,0.0694,0.4438,1.2036
"bagels, beef",shampoo,0.0694,0.4438,1.2036
"butter, individual meals",cheeses,0.0694,0.4702,1.2036
"aluminum foil, pork",dishwashing liquid/detergent,0.0685,0.4671,1.2036
"pasta, individual meals",dishwashing liquid/detergent,0.0685,0.4671,1.2036
"cheeses, butter",dishwashing liquid/detergent,0.0746,0.467,1.2035
"cheeses, pasta",dishwashing liquid/detergent,0.0746,0.467,1.2035
"fruits, sugar",bagels,0.0676,0.4639,1.2035
"fruits, hand soap",individual meals,0.0623,0.4522,1.2035
"fruits, hand soap",mixes,0.0623,0.4522,1.2035
"poultry, dishwashing liquid/detergent",laundry detergent,0.0852,0.4554,1.2035
"cheeses, soda",butter,0.0746,0.4427,1.2034
"soap, pork",paper towels,0.0632,0.4364,1.2034
"sugar, spaghetti sauce",paper towels,0.0632,0.4364,1.2034
"milk, individual meals",paper towels,0.0632,0.4364,1.2034
"soap, aluminum foil",pasta,0.0702,0.4469,1.2034
"aluminum foil, all- purpose",ketchup,0.0702,0.4469,1.2034
"waffles, beef",pasta,0.0702,0.4469,1.2034
"ice cream, all- purpose",pasta,0.0702,0.4469,1.2034
"yogurt, butter",shampoo,0.0623,0.4438,1.2034
"toilet paper, milk",flour,0.0694,0.4247,1.2034
"dishwashing liquid/detergent, dinner rolls",yogurt,0.0764,0.4628,1.2034
"sugar, laundry detergent",cereals,0.0711,0.4765,1.2033
"dishwashing liquid/detergent, butter",cereals,0.0711,0.4765,1.2033
"poultry, hand soap",sandwich loaves,0.065,0.4205,1.2033
"ketchup, all- purpose",sandwich loaves,0.065,0.4205,1.2033
"soap, laundry detergent",sandwich loaves,0.065,0.4205,1.2033
"aluminum foil, flour",sandwich loaves,0.065,0.4205,1.2033
"spaghetti sauce, laundry detergent",all- purpose,0.0729,0.4511,1.2033
"poultry, individual meals",pork,0.0729,0.4278,1.2032
"cheeses, lunch meat",sandwich bags,0.0711,0.4426,1.2032
"cheeses, laundry detergent",butter,0.0711,0.4426,1.2032
"cheeses, individual meals",sandwich bags,0.0711,0.4426,1.2032
"laundry detergent, dinner rolls",mixes,0.0746,0.4521,1.2032
"spaghetti sauce, juice",ice cream,0.0825,0.4796,1.2032
"sandwich bags, fruits",waffles,0.0729,0.4743,1.2031
"sandwich bags, dishwashing liquid/detergent",waffles,0.0729,0.4743,1.2031
"toilet paper, spaghetti sauce",hand soap,0.0632,0.4162,1.2031
"yogurt, mixes",ketchup,0.0737,0.4468,1.2031
"eggs, juice",pasta,0.0737,0.4468,1.2031
"laundry detergent, dinner rolls",ketchup,0.0737,0.4468,1.2031
"cereals, poultry",coffee/tea,0.0825,0.4563,1.2031
"cereals, poultry",soap,0.0825,0.4563,1.2031
"tortillas, sandwich loaves",lunch meat,0.0676,0.4753,1.2031
"paper towels, mixes",pork,0.0676,0.4278,1.2031
"shampoo, sandwich loaves",ice cream,0.072,0.4795,1.2031
"dishwashing liquid/detergent, beef",bagels,0.0729,0.4637,1.2031
"butter, sandwich loaves",hand soap,0.0588,0.4161,1.203
"soda, sandwich loaves",hand soap,0.0588,0.4161,1.203
"beef, shampoo",fruits,0.0685,0.4457,1.203
"poultry, aluminum foil",cheeses,0.0825,0.47,1.203
"dishwashing liquid/detergent, tortillas",pork,0.065,0.4277,1.203
"eggs, sandwich loaves",beef,0.0606,0.451,1.203
"paper towels, butter",milk,0.0658,0.4573,1.203
"tortillas, individual meals",butter,0.0676,0.4425,1.203
"toilet paper, laundry detergent",sandwich bags,0.0676,0.4425,1.203
"ketchup, sandwich loaves",sandwich bags,0.0676,0.4425,1.203
"flour, dinner rolls",spaghetti sauce,0.0694,0.4489,1.203
"paper towels, beef",eggs,0.0729,0.4689,1.2029
"individual meals, sandwich loaves",sugar,0.0694,0.4341,1.2029
"waffles, bagels",sugar,0.0694,0.4341,1.2029
"lunch meat, all- purpose",sugar,0.0694,0.4341,1.2029
"cheeses, pasta",sugar,0.0694,0.4341,1.2029
"soap, individual meals",sugar,0.0694,0.4341,1.2029
"eggs, all- purpose",sugar,0.0694,0.4341,1.2029
"laundry detergent, dinner rolls",paper towels,0.072,0.4362,1.2029
"soda, eggs",waffles,0.0887,0.4742,1.2029
"shampoo, sandwich loaves",dinner rolls,0.0702,0.4678,1.2029
"yogurt, coffee/tea",soda,0.0755,0.4699,1.2028
"eggs, lunch meat",juice,0.072,0.453,1.2028
"soap, coffee/tea",juice,0.072,0.453,1.2028
"butter, eggs",juice,0.072,0.453,1.2028
"bagels, dinner rolls",mixes,0.0702,0.452,1.2028
"sandwich bags, sugar",ketchup,0.0588,0.4467,1.2027
"sandwich bags, sugar",pasta,0.0588,0.4467,1.2027
"fruits, pork",poultry,0.065,0.5068,1.2027
"laundry detergent, pork",yogurt,0.065,0.4625,1.2027
"cheeses, eggs",fruits,0.0755,0.4456,1.2027
"tortillas, laundry detergent",soda,0.0685,0.4699,1.2027
"fruits, sugar",cheeses,0.0685,0.4699,1.2027
"soap, bagels",soda,0.0685,0.4699,1.2027
"laundry detergent, flour",cheeses,0.0685,0.4699,1.2027
"bagels, sandwich loaves",sandwich bags,0.0641,0.4424,1.2027
"beef, all- purpose",sandwich bags,0.0641,0.4424,1.2027
"cereals, lunch meat",bagels,0.0781,0.4635,1.2027
"cheeses, juice",coffee/tea,0.0685,0.4561,1.2026
"shampoo, sandwich loaves",coffee/tea,0.0685,0.4561,1.2026
"soap, yogurt",coffee/tea,0.0685,0.4561,1.2026
"all- purpose, individual meals",sugar,0.0606,0.434,1.2026
"coffee/tea, hand soap",sugar,0.0606,0.434,1.2026
"paper towels, laundry detergent",cereals,0.0702,0.4762,1.2026
"cheeses, mixes",dinner rolls,0.0764,0.4677,1.2026
"cheeses, dishwashing liquid/detergent",dinner rolls,0.0764,0.4677,1.2026
"toilet paper, bagels",dinner rolls,0.0764,0.4677,1.2026
"cereals, sugar",laundry detergent,0.0711,0.4551,1.2026
"soap, juice",laundry detergent,0.0711,0.4551,1.2026
"dinner rolls, individual meals",juice,0.0676,0.4529,1.2026
"cereals, dinner rolls",dishwashing liquid/detergent,0.0799,0.4667,1.2026
"poultry, shampoo",dishwashing liquid/detergent,0.0799,0.4667,1.2026
"ice cream, flour",dishwashing liquid/detergent,0.0676,0.4667,1.2026
"eggs, pork",paper towels,0.0658,0.436,1.2026
"bagels, coffee/tea",aluminum foil,0.0702,0.4624,1.2025
"shampoo, ketchup",flour,0.0641,0.4244,1.2025
"paper towels, coffee/tea",milk,0.0702,0.4571,1.2025
"paper towels, bagels",milk,0.0702,0.4571,1.2025
"spaghetti sauce, pork",tortillas,0.0632,0.4444,1.2024
"individual meals, flour",tortillas,0.0632,0.4444,1.2024
"toilet paper, flour",tortillas,0.0632,0.4444,1.2024
"milk, spaghetti sauce",tortillas,0.0702,0.4444,1.2024
"milk, sandwich loaves",tortillas,0.0597,0.4444,1.2024
"eggs, dinner rolls",tortillas,0.0773,0.4444,1.2024
"cereals, dishwashing liquid/detergent",all- purpose,0.0764,0.4508,1.2024
"cereals, dishwashing liquid/detergent",beef,0.0764,0.4508,1.2024
"cheeses, aluminum foil",beef,0.0764,0.4508,1.2024
"beef, aluminum foil",soap,0.0729,0.456,1.2024
"cheeses, pasta",coffee/tea,0.0729,0.456,1.2024
"soap, pasta",coffee/tea,0.0729,0.456,1.2024
"coffee/tea, flour",waffles,0.072,0.474,1.2024
"cereals, soap",spaghetti sauce,0.0729,0.4486,1.2024
"laundry detergent, all- purpose",spaghetti sauce,0.0729,0.4486,1.2024
"sandwich bags, laundry detergent",aluminum foil,0.0755,0.4624,1.2024
"spaghetti sauce, eggs",yogurt,0.0755,0.4624,1.2024
"aluminum foil, dinner rolls",sugar,0.072,0.4339,1.2024
"soda, individual meals",sugar,0.072,0.4339,1.2024
"cereals, ice cream",sugar,0.072,0.4339,1.2024
"butter, shampoo",mixes,0.0658,0.4518,1.2024
"tortillas, aluminum foil",individual meals,0.0658,0.4518,1.2024
"pasta, hand soap",sandwich loaves,0.0623,0.4201,1.2023
"soap, butter",sandwich loaves,0.0623,0.4201,1.2023
"sandwich bags, sugar",poultry,0.0667,0.5067,1.2023
"soap, waffles",individual meals,0.0781,0.4518,1.2023
"waffles, yogurt",soda,0.0817,0.4697,1.2022
"waffles, yogurt",cheeses,0.0817,0.4697,1.2022
"cheeses, mixes",milk,0.0746,0.457,1.2021
"poultry, laundry detergent",butter,0.0773,0.4422,1.2021
"ice cream, tortillas",pasta,0.0658,0.4464,1.2021
"aluminum foil, individual meals",shampoo,0.072,0.4432,1.202
"poultry, eggs",juice,0.0799,0.4527,1.202
"ice cream, aluminum foil",juice,0.0799,0.4527,1.202
"spaghetti sauce, flour",milk,0.0606,0.457,1.202
"shampoo, aluminum foil",soda,0.0746,0.4696,1.202
"ice cream, spaghetti sauce",soda,0.0746,0.4696,1.202
"ice cream, laundry detergent",soda,0.0746,0.4696,1.202
"coffee/tea, eggs",cheeses,0.0746,0.4696,1.202
"milk, mixes",cheeses,0.0746,0.4696,1.202
"toilet paper, sandwich loaves",beef,0.0641,0.4506,1.202
"paper towels, tortillas",beef,0.0641,0.4506,1.202
"sandwich bags, mixes",bagels,0.072,0.4633,1.202
"toilet paper, shampoo",lunch meat,0.0746,0.4749,1.2019
"poultry, flour",lunch meat,0.0746,0.4749,1.2019
"aluminum foil, flour",shampoo,0.0685,0.4432,1.2019
"milk, dishwashing liquid/detergent",spaghetti sauce,0.0764,0.4485,1.2019
"spaghetti sauce, eggs",mixes,0.0737,0.4516,1.2018
"yogurt, hand soap",individual meals,0.0615,0.4516,1.2018
"bagels, flour",mixes,0.0615,0.4516,1.2018
"poultry, sandwich loaves",mixes,0.0737,0.4516,1.2018
"butter, flour",mixes,0.0615,0.4516,1.2018
"spaghetti sauce, dinner rolls",sugar,0.0746,0.4337,1.2018
"soap, pasta",all- purpose,0.072,0.4505,1.2018
"soap, beef",all- purpose,0.072,0.4505,1.2018
"spaghetti sauce, pasta",beef,0.072,0.4505,1.2018
"cereals, individual meals",beef,0.072,0.4505,1.2018
"fruits, spaghetti sauce",pasta,0.0694,0.4463,1.2018
"sandwich bags, yogurt",pasta,0.0694,0.4463,1.2018
"poultry, dinner rolls",eggs,0.0913,0.4685,1.2018
"juice, dinner rolls",paper towels,0.0685,0.4358,1.2018
"soap, eggs",juice,0.0755,0.4526,1.2017
ketchup,sandwich bags,0.1642,0.4421,1.2017
sandwich bags,ketchup,0.1642,0.4463,1.2017
"paper towels, butter",soda,0.0676,0.4695,1.2017
"soda, aluminum foil",dinner rolls,0.0755,0.4674,1.2017
"waffles, dinner rolls",dishwashing liquid/detergent,0.079,0.4663,1.2017
"waffles, aluminum foil",dishwashing liquid/detergent,0.079,0.4663,1.2017
"waffles, soda",all- purpose,0.0799,0.4505,1.2017
"yogurt, aluminum foil",all- purpose,0.0799,0.4505,1.2017
"coffee/tea, aluminum foil",sandwich loaves,0.0667,0.4199,1.2016
"tortillas, aluminum foil",hand soap,0.0606,0.4157,1.2016
"ice cream, juice",waffles,0.079,0.4737,1.2016
"waffles, individual meals",dishwashing liquid/detergent,0.0729,0.4663,1.2016
"bagels, beef",dishwashing liquid/detergent,0.0729,0.4663,1.2016
"paper towels, waffles",dishwashing liquid/detergent,0.0729,0.4663,1.2016
"lunch meat, flour",dishwashing liquid/detergent,0.0729,0.4663,1.2016
"waffles, poultry",ice cream,0.0799,0.4789,1.2016
"dishwashing liquid/detergent, soda",ice cream,0.0799,0.4789,1.2016
"poultry, sandwich loaves",ketchup,0.0729,0.4462,1.2016
"poultry, dinner rolls",all- purpose,0.0878,0.4505,1.2016
"dishwashing liquid/detergent, poultry",pork,0.0799,0.4272,1.2015
"hand soap, all- purpose",fruits,0.0606,0.4452,1.2015
"soap, coffee/tea",sandwich bags,0.0702,0.442,1.2015
"coffee/tea, eggs",butter,0.0702,0.442,1.2015
"ice cream, laundry detergent",sandwich bags,0.0702,0.442,1.2015
"toilet paper, fruits",soap,0.0632,0.4557,1.2015
"toilet paper, fruits",yogurt,0.0641,0.462,1.2015
"aluminum foil, hand soap",yogurt,0.0641,0.462,1.2015
"cereals, hand soap",lunch meat,0.0658,0.4747,1.2015
"paper towels, flour",lunch meat,0.0658,0.4747,1.2015
"poultry, flour",juice,0.0711,0.4525,1.2014
"butter, dinner rolls",sugar,0.0658,0.4335,1.2014
"toilet paper, spaghetti sauce",sugar,0.0658,0.4335,1.2014
"aluminum foil, mixes",cheeses,0.0808,0.4694,1.2014
"waffles, coffee/tea",cheeses,0.0808,0.4694,1.2014
"paper towels, butter",fruits,0.0641,0.4451,1.2014
"soda, eggs",ice cream,0.0896,0.4789,1.2014
"shampoo, sandwich loaves",yogurt,0.0694,0.462,1.2014
"soda, mixes",aluminum foil,0.0694,0.462,1.2014
"toilet paper, dinner rolls",aluminum foil,0.0694,0.462,1.2014
"fruits, all- purpose",yogurt,0.0694,0.462,1.2014
"yogurt, bagels",cereals,0.0773,0.4757,1.2013
"poultry, pasta",aluminum foil,0.0746,0.462,1.2013
"lunch meat, juice",yogurt,0.0746,0.462,1.2013
"fruits, shampoo",poultry,0.0711,0.5062,1.2013
"ketchup, flour",coffee/tea,0.0676,0.4556,1.2013
"sugar, coffee/tea",sandwich loaves,0.0597,0.4198,1.2013
"pasta, dinner rolls",aluminum foil,0.0799,0.4619,1.2012
"paper towels, soap",toilet paper,0.0702,0.4545,1.2012
"coffee/tea, tortillas",toilet paper,0.0702,0.4545,1.2012
"ketchup, all- purpose",toilet paper,0.0702,0.4545,1.2012
"cereals, mixes",toilet paper,0.079,0.4545,1.2012
"sugar, spaghetti sauce",toilet paper,0.0658,0.4545,1.2012
"eggs, dinner rolls",laundry detergent,0.079,0.4545,1.2012
"cereals, mixes",laundry detergent,0.079,0.4545,1.2012
"fruits, individual meals",laundry detergent,0.0658,0.4545,1.2012
"spaghetti sauce, coffee/tea",laundry detergent,0.0658,0.4545,1.2012
"soap, pork",toilet paper,0.0658,0.4545,1.2012
"beef, all- purpose",toilet paper,0.0658,0.4545,1.2012
"sugar, beef",lunch meat,0.0737,0.4746,1.2012
"dishwashing liquid/detergent, flour",milk,0.0694,0.4566,1.2012
"coffee/tea, flour",milk,0.0694,0.4566,1.2012
"shampoo, ketchup",sandwich bags,0.0667,0.4419,1.2011
"juice, dinner rolls",soda,0.0737,0.4693,1.2011
"yogurt, flour",cheeses,0.0737,0.4693,1.2011
"laundry detergent, lunch meat",soda,0.0737,0.4693,1.2011
"all- purpose, flour",poultry,0.072,0.5062,1.2011
"spaghetti sauce, beef",soap,0.072,0.4556,1.2011
"beef, lunch meat",soap,0.072,0.4556,1.2011
"sandwich bags, cereals",soap,0.072,0.4556,1.2011
"dishwashing liquid/detergent, tortillas",eggs,0.0711,0.4682,1.2011
"sugar, dishwashing liquid/detergent",eggs,0.0711,0.4682,1.2011
"waffles, dishwashing liquid/detergent",fruits,0.0781,0.445,1.2011
"soap, mixes",juice,0.0667,0.4524,1.2011
"waffles, dinner rolls",sandwich loaves,0.0711,0.4197,1.2011
"cheeses, spaghetti sauce",ice cream,0.079,0.4787,1.201
"tortillas, lunch meat",paper towels,0.0711,0.4355,1.201
"eggs, laundry detergent",paper towels,0.0711,0.4355,1.201
"toilet paper, eggs",paper towels,0.0711,0.4355,1.201
"bagels, poultry",soap,0.0764,0.4555,1.201
"sandwich bags, butter",bagels,0.0711,0.4629,1.2009
"sandwich bags, poultry",tortillas,0.0764,0.4439,1.2009
"ketchup, dinner rolls",sugar,0.0685,0.4333,1.2009
"soda, flour",sugar,0.0685,0.4333,1.2009
"spaghetti sauce, dishwashing liquid/detergent",dinner rolls,0.0685,0.4671,1.2009
"milk, beef",spaghetti sauce,0.072,0.4481,1.2009
"cheeses, individual meals",spaghetti sauce,0.072,0.4481,1.2009
"cereals, waffles",spaghetti sauce,0.072,0.4481,1.2009
"ice cream, beef",milk,0.0737,0.4565,1.2009
"spaghetti sauce, laundry detergent",milk,0.0737,0.4565,1.2009
"sugar, dinner rolls",tortillas,0.0729,0.4439,1.2008
"beef, hand soap",individual meals,0.065,0.4512,1.2008
"laundry detergent, mixes",dinner rolls,0.0746,0.467,1.2008
"shampoo, lunch meat",dinner rolls,0.0746,0.467,1.2008
"soda, lunch meat",dinner rolls,0.0746,0.467,1.2008
"poultry, dinner rolls",pasta,0.0869,0.4459,1.2008
"paper towels, all- purpose",pork,0.0667,0.427,1.2008
"milk, yogurt",dishwashing liquid/detergent,0.0781,0.466,1.2008
"tortillas, juice",butter,0.0632,0.4417,1.2008
"waffles, milk",sandwich bags,0.0632,0.4417,1.2008
"toilet paper, ketchup",tortillas,0.0694,0.4438,1.2007
"laundry detergent, sandwich loaves",paper towels,0.0562,0.4354,1.2007
"poultry, dishwashing liquid/detergent",coffee/tea,0.0852,0.4554,1.2007
"ice cream, dishwashing liquid/detergent",bagels,0.0764,0.4628,1.2007
"paper towels, lunch meat",bagels,0.0764,0.4628,1.2007
"sugar, sandwich loaves",lunch meat,0.065,0.4744,1.2007
"soda, pork",tortillas,0.0658,0.4438,1.2006
"cheeses, lunch meat",cereals,0.0764,0.4754,1.2006
"dishwashing liquid/detergent, all- purpose",cereals,0.0764,0.4754,1.2006
"cereals, lunch meat",shampoo,0.0746,0.4427,1.2006
"bagels, aluminum foil",shampoo,0.0746,0.4427,1.2006
"butter, juice",poultry,0.0746,0.506,1.2006
"dishwashing liquid/detergent, ketchup",flour,0.0658,0.4237,1.2006
"fruits, hand soap",ketchup,0.0615,0.4459,1.2006
"sandwich bags, dishwashing liquid/detergent",lunch meat,0.0729,0.4743,1.2005
"yogurt, juice",bagels,0.0817,0.4627,1.2005
"poultry, sandwich loaves",ice cream,0.0781,0.4785,1.2005
"flour, sandwich loaves",dishwashing liquid/detergent,0.0658,0.4658,1.2004
"fruits, mixes",poultry,0.0755,0.5059,1.2004
"waffles, dishwashing liquid/detergent",all- purpose,0.079,0.45,1.2004
"milk, aluminum foil",shampoo,0.0711,0.4426,1.2004
"milk, lunch meat",shampoo,0.0711,0.4426,1.2004
"soda, ketchup",beef,0.0711,0.45,1.2004
"soap, sandwich loaves",beef,0.0711,0.45,1.2004
"laundry detergent, flour",pasta,0.065,0.4458,1.2003
"tortillas, aluminum foil",pasta,0.065,0.4458,1.2003
"tortillas, all- purpose",ketchup,0.065,0.4458,1.2003
"shampoo, juice",lunch meat,0.0808,0.4742,1.2003
"tortillas, hand soap",sugar,0.0597,0.4331,1.2003
"flour, juice",sugar,0.0597,0.4331,1.2003
